gene_id	gene_name	3_2_L3	3_4_L3	3_7_L3	P1_L3	P2_L3	P3_L3
ENSG00000100968.14	NFATC4	0	0	1	2	4	1
ENSG00000100987.15	VSX1	11	30	28	58	72	76
ENSG00000101115.13	SALL4	226	170	154	179	213	227
ENSG00000101134.12	DOK5	0	0	0	0	0	0
ENSG00000101144.13	BMP7	1	0	0	1	7	2
ENSG00000101180.17	HRH3	0	1	0	0	0	0
ENSG00000101187.16	SLCO4A1	28	144	68	195	282	216
ENSG00000101188.5	NTSR1	1	4	1	0	0	0
ENSG00000101194.18	SLC17A9	0	0	0	0	0	0
ENSG00000101197.13	BIRC7	207	14	7	129	140	145
ENSG00000101200.5	AVP	0	0	0	0	0	0
ENSG00000101203.17	COL20A1	15	6	2	50	42	37
ENSG00000101204.18	CHRNA4	0	0	0	0	0	6
ENSG00000101222.12	SPEF1	26	17	22	34	24	28
ENSG00000101230.6	ISM1	1	1	0	3	8	4
ENSG00000101276.18	SLC52A3	6	0	1	57	24	18
ENSG00000101280.8	ANGPT4	14	4	3	13	4	4
ENSG00000101282.9	RSPO4	0	0	0	0	0	0
ENSG00000101292.8	PROKR2	0	0	0	0	0	0
ENSG00000101306.11	MYLK2	75	61	26	42	21	48
ENSG00000101323.5	HAO1	0	0	1	1	1	6
ENSG00000101327.9	PDYN	0	0	0	0	0	0
ENSG00000101331.17	CCM2L	0	0	0	0	0	0
ENSG00000101336.18	HCK	0	0	0	0	0	1
ENSG00000101349.17	PAK5	0	0	0	1	3	4
ENSG00000101405.3	OXT	0	0	0	0	0	6
ENSG00000101425.14	BPI	0	0	0	0	0	0
ENSG00000101435.5	CST9L	0	0	0	0	0	0
ENSG00000101438.4	SLC32A1	0	0	0	0	0	0
ENSG00000101441.5	CST4	0	0	0	1	0	0
ENSG00000101443.18	WFDC2	0	0	0	0	1	0
ENSG00000101445.10	PPP1R16B	16	19	0	13	37	14
ENSG00000101446.8	SPINT3	0	0	0	0	0	0
ENSG00000101448.14	EPPIN	0	0	0	0	0	0
ENSG00000101470.10	TNNC2	1	1	0	1	0	6
ENSG00000101542.10	CDH20	0	1	4	0	0	0
ENSG00000101638.14	ST8SIA5	2	4	0	0	0	1
ENSG00000101670.12	LIPG	1	1	0	24	18	5
ENSG00000101680.16	LAMA1	1	2	7	1	4	0
ENSG00000101746.16	NOL4	0	0	0	0	0	0
ENSG00000101812.15	H2BW2	0	0	0	0	0	0
ENSG00000101825.8	MXRA5	0	0	0	0	0	0
ENSG00000101883.6	RHOXF1	4	1	1	0	1	2
ENSG00000101890.5	GUCY2F	0	0	1	0	0	0
ENSG00000101892.12	ATP1B4	0	0	0	0	0	0
ENSG00000101916.12	TLR8	0	0	0	0	0	0
ENSG00000101938.15	CHRDL1	0	0	0	0	0	0
ENSG00000101951.17	PAGE4	0	0	0	0	0	0
ENSG00000101977.22	MCF2	0	4	1	1	10	1
ENSG00000101981.12	F9	0	0	0	0	0	0
ENSG00000102001.13	CACNA1F	0	1	0	0	0	0
ENSG00000102003.12	SYP	44	54	55	115	168	108
ENSG00000102021.11	LUZP4	0	0	0	0	0	0
ENSG00000102043.16	MTMR8	82	115	58	73	61	68
ENSG00000102055.7	PPP1R2C	0	0	0	0	0	0
ENSG00000102057.10	KCND1	399	140	327	280	205	175
ENSG00000102076.10	OPN1LW	0	0	0	0	0	0
ENSG00000102109.9	PCSK1N	3	1	7	14	31	13
ENSG00000102145.16	GATA1	1	0	0	0	0	1
ENSG00000102195.10	GPR50	1	1	0	0	0	0
ENSG00000102230.14	PCYT1B	1	0	0	1	1	0
ENSG00000102239.5	BRS3	0	0	0	0	0	0
ENSG00000102243.13	VGLL1	0	0	0	0	0	0
ENSG00000102245.9	CD40LG	0	1	0	0	0	0
ENSG00000102313.9	ITIH6	1	5	6	0	0	1
ENSG00000102349.18	KLF8	4	0	0	4	0	0
ENSG00000102383.14	ZDHHC15	0	0	0	0	0	0
ENSG00000102387.16	TAF7L	5	5	7	1	4	2
ENSG00000102409.10	BEX4	137	15	21	19	32	26
ENSG00000102445.20	RUBCNL	1	1	0	0	0	0
ENSG00000102466.16	FGF14	0	1	1	3	0	0
ENSG00000102468.11	HTR2A	0	0	0	0	0	0
ENSG00000102524.12	TNFSF13B	5	8	34	0	1	2
ENSG00000102539.5	MLNR	14	12	7	19	9	9
ENSG00000102543.14	CDADC1	295	273	286	218	268	315
ENSG00000102678.7	FGF9	0	1	0	0	0	0
ENSG00000102755.12	FLT1	0	0	0	0	0	0
ENSG00000102760.13	RGCC	7	4	12	2	1	1
ENSG00000102794.10	ACOD1	0	0	0	0	0	0
ENSG00000102802.10	MEDAG	21	6	0	1	0	0
ENSG00000102837.7	OLFM4	0	0	0	0	0	0
ENSG00000102890.16	ELMO3	161	163	150	229	180	188
ENSG00000102924.12	CBLN1	0	0	0	1	1	0
ENSG00000102935.12	ZNF423	1	2	0	0	6	1
ENSG00000102962.5	CCL22	0	0	0	0	0	0
ENSG00000102970.11	CCL17	2	0	0	0	0	0
ENSG00000103154.10	NECAB2	44	38	50	106	93	116
ENSG00000103175.11	WFDC1	0	12	0	0	0	0
ENSG00000103200.6	ENSG00000103200	0	0	0	0	0	0
ENSG00000103241.7	FOXF1	1	1	0	0	0	0
ENSG00000103310.11	ZP2	0	0	0	0	0	0
ENSG00000103313.14	MEFV	0	0	0	0	0	0
ENSG00000103316.12	CRYM	37	18	12	111	93	66
ENSG00000103355.14	PRSS33	0	0	0	0	0	0
ENSG00000103375.11	AQP8	1	1	1	0	0	0
ENSG00000103449.13	SALL1	12	1	0	31	18	11
ENSG00000103460.17	TOX3	1	0	0	33	25	20
ENSG00000103485.19	QPRT	46	48	109	137	178	147
ENSG00000103489.12	XYLT1	42	27	3	57	100	43
ENSG00000103522.17	IL21R	0	3	8	4	6	0
ENSG00000103546.19	SLC6A2	0	0	0	0	0	0
ENSG00000103832.10	GOLGA8UP	11	10	2	9	2	13
ENSG00000104044.16	OCA2	0	1	1	5	12	3
ENSG00000104055.17	TGM5	1	0	0	0	0	0
ENSG00000104081.14	BMF	115	201	213	156	116	126
ENSG00000104112.9	SCG3	12	2	5	5	2	12
ENSG00000104237.11	RP1	6	7	56	0	1	1
ENSG00000104267.10	CA2	99	1	5	33	12	7
ENSG00000104290.11	FZD3	770	722	395	822	852	747
ENSG00000104327.7	CALB1	22	0	0	1	0	0
ENSG00000104371.5	DKK4	0	0	4	0	0	0
ENSG00000104413.18	ESRP1	0	1	0	0	2	0
ENSG00000104415.14	CCN4	13	55	2	152	156	110
ENSG00000104435.14	STMN2	0	0	0	0	0	0
ENSG00000104447.13	TRPS1	1	2	0	6	1	6
ENSG00000104497.15	SNX16	233	225	219	219	241	260
ENSG00000104499.7	GML	0	0	0	0	0	0
ENSG00000104722.14	NEFM	33	0	1	7	3	2
ENSG00000104755.16	ADAM2	0	0	0	0	0	0
ENSG00000104804.8	TULP2	3	3	12	2	0	4
ENSG00000104848.2	KCNA7	8	16	3	2	1	0
ENSG00000104879.5	CKM	0	0	0	1	0	0
ENSG00000104888.10	SLC17A7	2	11	4	3	5	6
ENSG00000104918.8	RETN	0	0	0	0	0	0
ENSG00000104921.15	FCER2	0	0	0	0	0	0
ENSG00000104938.18	CLEC4M	0	0	0	0	0	0
ENSG00000104941.8	RSPH6A	0	3	0	1	0	0
ENSG00000104953.20	TLE6	101	128	137	108	65	47
ENSG00000104967.8	NOVA2	8	3	1	4	10	0
ENSG00000104970.12	KIR3DX1	0	0	0	0	0	0
ENSG00000104972.16	LILRB1	0	0	0	0	0	0
ENSG00000104974.12	LILRA1	0	0	0	0	0	0
ENSG00000105122.13	RASAL3	0	1	0	0	0	0
ENSG00000105141.6	CASP14	0	0	0	0	0	0
ENSG00000105143.13	SLC1A6	0	0	0	0	0	0
ENSG00000105146.14	AURKC	6	19	12	17	11	12
ENSG00000105198.12	LGALS13	0	0	0	0	0	0
ENSG00000105205.7	CLC	0	0	0	0	0	0
ENSG00000105219.10	CCNP	5	3	3	1	5	5
ENSG00000105227.16	PRX	271	199	104	245	265	250
ENSG00000105251.11	SHD	0	0	0	6	1	1
ENSG00000105278.12	ZFR2	1	1	0	1	0	0
ENSG00000105352.11	CEACAM4	0	0	0	0	0	0
ENSG00000105366.15	SIGLEC8	0	0	0	0	0	0
ENSG00000105370.8	LIM2	0	0	0	0	0	0
ENSG00000105374.10	NKG7	2	2	1	5	5	3
ENSG00000105376.5	ICAM5	6	23	59	19	46	49
ENSG00000105383.15	CD33	1	25	1	9	6	1
ENSG00000105388.17	CEACAM5	0	0	0	0	0	0
ENSG00000105392.17	CRX	4	0	0	0	0	0
ENSG00000105398.4	SULT2A1	0	0	0	0	0	0
ENSG00000105428.6	ZNRF4	0	0	0	0	0	0
ENSG00000105467.9	SYNGR4	30	17	4	56	66	41
ENSG00000105492.16	SIGLEC6	0	0	0	0	0	0
ENSG00000105499.14	PLA2G4C	184	198	167	82	63	67
ENSG00000105501.13	SIGLEC5	0	0	0	0	0	0
ENSG00000105507.3	CABP5	0	0	0	0	0	0
ENSG00000105523.4	FAM83E	20	5	1	27	11	11
ENSG00000105538.10	RASIP1	38	60	51	41	49	51
ENSG00000105549.11	THEG	0	1	0	0	1	1
ENSG00000105550.10	FGF21	1	0	0	0	0	0
ENSG00000105559.12	PLEKHA4	69	69	152	85	41	51
ENSG00000105609.17	LILRB5	0	0	0	0	0	0
ENSG00000105610.6	KLF1	0	0	0	0	0	0
ENSG00000105639.21	JAK3	49	15	53	36	46	30
ENSG00000105641.4	SLC5A5	1	0	0	2	2	1
ENSG00000105642.16	KCNN1	18	10	22	26	20	21
ENSG00000105668.8	UPK1A	6	6	1	10	6	3
ENSG00000105672.15	ETV2	25	41	40	49	42	43
ENSG00000105675.9	ATP4A	6	4	0	0	1	7
ENSG00000105694.3	ELOCP28	0	0	0	0	0	0
ENSG00000105695.15	MAG	0	0	0	0	1	0
ENSG00000105697.9	HAMP	0	0	0	5	0	1
ENSG00000105707.15	HPN	0	0	0	0	0	0
ENSG00000105708.9	ZNF14	48	124	138	181	160	140
ENSG00000105717.14	PBX4	27	3	56	33	27	42
ENSG00000105750.15	ZNF85	1	142	177	39	41	30
ENSG00000105784.16	RUNDC3B	0	0	1	4	0	1
ENSG00000105792.19	CFAP69	111	112	99	206	131	212
ENSG00000105851.11	PIK3CG	0	3	1	0	1	0
ENSG00000105855.10	ITGB8	3	0	2	45	25	25
ENSG00000105866.15	SP4	142	248	221	484	500	473
ENSG00000105880.7	DLX5	0	0	0	0	0	0
ENSG00000105894.13	PTN	0	0	0	0	0	0
ENSG00000105954.2	NPVF	0	0	0	0	0	0
ENSG00000105967.16	TFEC	1	0	14	1	1	1
ENSG00000105989.10	WNT2	0	0	0	0	0	1
ENSG00000106013.15	ANKRD7	19	1	2	5	5	10
ENSG00000106018.14	VIPR2	6	0	1	2	14	3
ENSG00000106025.9	TSPAN12	18	9	52	27	22	15
ENSG00000106034.18	CPED1	6	8	84	3	1	2
ENSG00000106038.13	EVX1	0	0	1	1	0	0
ENSG00000106066.15	CPVL	0	0	0	0	0	1
ENSG00000106069.25	CHN2	0	0	0	0	0	0
ENSG00000106078.19	COBL	101	6	5	315	254	296
ENSG00000106123.12	EPHB6	9	1	0	5	0	0
ENSG00000106128.19	GHRHR	0	0	0	0	1	0
ENSG00000106236.4	NPTX2	0	0	0	0	0	0
ENSG00000106278.12	PTPRZ1	0	0	0	0	0	0
ENSG00000106302.10	HYAL4	1	0	1	5	1	0
ENSG00000106304.16	SPAM1	0	0	0	0	0	0
ENSG00000106327.13	TFR2	73	289	285	85	123	141
ENSG00000106331.18	PAX4	0	0	0	0	0	0
ENSG00000106384.12	MOGAT3	0	0	0	6	2	0
ENSG00000106410.15	NOBOX	0	0	0	0	0	0
ENSG00000106436.7	MYL10	0	5	1	0	0	0
ENSG00000106511.6	MEOX2	1	0	0	0	0	0
ENSG00000106526.11	ACTR3C	4	3	1	3	7	11
ENSG00000106536.21	POU6F2	0	0	0	0	0	0
ENSG00000106538.10	RARRES2	0	0	0	0	0	0
ENSG00000106560.11	GIMAP2	3	6	18	6	5	5
ENSG00000106565.18	TMEM176B	0	0	0	0	0	0
ENSG00000106571.15	GLI3	8	9	7	5	0	5
ENSG00000106631.8	MYL7	0	0	0	0	0	0
ENSG00000106633.18	GCK	4	7	29	5	0	3
ENSG00000106648.14	GALNTL5	0	0	0	0	0	0
ENSG00000106689.11	LHX2	100	40	11	103	133	149
ENSG00000106701.13	FSD1L	752	255	369	708	731	830
ENSG00000106772.19	PRUNE2	5	1	0	0	1	0
ENSG00000106789.13	CORO2A	321	164	14	57	92	113
ENSG00000106852.16	LHX6	6	6	0	4	11	20
ENSG00000106948.17	AKNA	263	116	174	569	575	615
ENSG00000107014.9	RLN2	22	12	2	15	23	14
ENSG00000107018.8	RLN1	17	10	2	9	10	3
ENSG00000107105.15	ELAVL2	1	0	8	1	0	5
ENSG00000107147.14	KCNT1	2	1	0	2	1	1
ENSG00000107187.17	LHX3	4	0	0	0	0	0
ENSG00000107282.9	APBA1	48	25	2	45	20	30
ENSG00000107295.10	SH3GL2	5	0	15	0	0	1
ENSG00000107317.13	PTGDS	1	1	0	5	1	0
ENSG00000107447.8	DNTT	2	1	0	4	1	4
ENSG00000107485.18	GATA3	17	35	49	118	97	115
ENSG00000107518.18	ATRNL1	1	2	11	6	2	2
ENSG00000107562.17	CXCL12	0	3	0	4	3	0
ENSG00000107593.17	PKD2L1	0	0	0	0	4	2
ENSG00000107731.12	UNC5B	9	21	2	15	9	22
ENSG00000107742.14	SPOCK2	86	22	1	23	32	22
ENSG00000107807.13	TLX1	0	1	0	0	2	1
ENSG00000107821.15	KAZALD1	86	69	83	144	147	85
ENSG00000107831.14	FGF8	0	0	0	0	0	7
ENSG00000107859.10	PITX3	7	3	2	0	5	2
ENSG00000107954.11	NEURL1	12	2	0	3	8	15
ENSG00000108001.16	EBF3	0	3	0	1	5	5
ENSG00000108018.16	SORCS1	0	3	0	0	0	0
ENSG00000108231.14	LGI1	0	0	0	1	0	0
ENSG00000108242.13	CYP2C18	3	0	0	2	0	0
ENSG00000108244.17	KRT23	1	4	1	0	0	0
ENSG00000108309.14	RUNDC3A	11	1	5	14	4	6
ENSG00000108342.13	CSF3	0	0	2	0	0	1
ENSG00000108381.11	ASPA	0	0	1	0	0	0
ENSG00000108387.16	SEPTIN4	27	23	9	26	36	16
ENSG00000108405.4	P2RX1	4	0	2	1	11	2
ENSG00000108417.4	KRT37	0	0	0	0	0	0
ENSG00000108442.2	TVP23BP2	0	0	0	0	0	0
ENSG00000108516.5	ENSG00000108516	0	0	0	0	0	0
ENSG00000108551.5	RASD1	21	28	7	14	13	15
ENSG00000108576.10	SLC6A4	1	1	4	1	6	2
ENSG00000108622.11	ICAM2	8	1	3	0	0	1
ENSG00000108688.11	CCL7	0	0	0	0	0	0
ENSG00000108700.5	CCL8	0	0	0	0	0	0
ENSG00000108702.4	CCL1	0	0	0	0	0	0
ENSG00000108759.4	KRT32	4	1	3	0	0	0
ENSG00000108771.13	DHX58	31	7	18	13	8	10
ENSG00000108798.9	ABI3	1	1	0	1	0	0
ENSG00000108813.11	DLX4	185	39	23	124	162	101
ENSG00000108823.17	SGCA	14	5	5	31	37	30
ENSG00000108849.8	PPY	0	0	6	0	0	0
ENSG00000108878.5	CACNG1	4	2	0	8	1	1
ENSG00000108924.14	HLF	35	13	6	59	80	97
ENSG00000108947.5	EFNB3	106	42	76	97	118	127
ENSG00000109047.8	RCVRN	1	0	0	8	4	0
ENSG00000109061.10	MYH1	0	0	0	0	0	0
ENSG00000109158.11	GABRA4	0	0	0	0	0	0
ENSG00000109181.12	UGT2B10	0	0	0	14	2	4
ENSG00000109182.12	CWH43	0	0	0	0	0	0
ENSG00000109193.12	SULT1E1	1	0	0	5	1	1
ENSG00000109205.17	ODAM	0	0	0	0	0	0
ENSG00000109208.5	SMR3A	0	0	0	0	0	0
ENSG00000109255.11	NMU	22	0	0	1	4	7
ENSG00000109265.15	CRACD	178	8	1	69	94	85
ENSG00000109272.4	PF4V1	0	0	0	0	0	0
ENSG00000109424.4	UCP1	8	0	1	0	0	2
ENSG00000109458.9	GAB1	385	210	212	382	292	337
ENSG00000109471.5	IL2	0	0	0	0	0	0
ENSG00000109472.14	CPE	128	5	10	26	23	25
ENSG00000109610.6	SOD3	0	0	0	0	0	0
ENSG00000109625.19	CPZ	3	1	0	0	0	1
ENSG00000109667.12	SLC2A9	2	2	10	15	15	8
ENSG00000109705.8	NKX3-2	1	17	25	7	22	13
ENSG00000109758.9	HGFAC	8	17	3	6	7	8
ENSG00000109794.14	FAM149A	62	34	4	35	69	58
ENSG00000109819.9	PPARGC1A	0	0	0	0	0	0
ENSG00000109832.14	DDX25	0	4	0	1	1	1
ENSG00000109851.7	DBX1	0	0	0	0	0	0
ENSG00000109944.11	JHY	277	291	226	214	236	291
ENSG00000109956.13	B3GAT1	0	0	0	1	1	0
ENSG00000109991.10	P2RX3	2	0	8	34	48	23
ENSG00000110002.16	VWA5A	17	7	11	22	25	10
ENSG00000110076.21	NRXN2	0	2	4	1	2	0
ENSG00000110077.15	MS4A6A	0	0	0	0	0	0
ENSG00000110079.19	MS4A4A	0	0	0	0	0	0
ENSG00000110148.10	CCKBR	0	1	0	0	0	1
ENSG00000110169.12	HPX	24	24	16	37	9	18
ENSG00000110195.14	FOLR1	10	4	1	5	1	1
ENSG00000110203.10	FOLR3	14	7	9	0	0	0
ENSG00000110243.12	APOA5	0	0	0	0	0	0
ENSG00000110244.7	APOA4	0	0	0	0	0	0
ENSG00000110245.12	APOC3	0	0	0	0	0	0
ENSG00000110318.15	CEP126	634	476	650	669	566	652
ENSG00000110324.12	IL10RA	0	8	0	1	0	0
ENSG00000110436.13	SLC1A2	1	4	2	2	0	2
ENSG00000110448.11	CD5	0	14	0	0	0	1
ENSG00000110484.7	SCGB2A2	1	0	4	0	0	0
ENSG00000110665.12	C11orf21	0	0	0	0	0	0
ENSG00000110675.13	ELMOD1	2	1	0	0	0	0
ENSG00000110680.14	CALCA	0	0	0	0	0	0
ENSG00000110723.12	EXPH5	5	19	69	15	8	9
ENSG00000110777.12	POU2AF1	4	0	0	0	0	3
ENSG00000110786.18	PTPN5	1	0	0	0	1	0
ENSG00000110799.14	VWF	1	0	11	0	0	0
ENSG00000110848.8	CD69	0	0	0	1	0	0
ENSG00000110852.5	CLEC2B	2	0	83	15	20	21
ENSG00000110876.10	SELPLG	113	117	188	8	10	21
ENSG00000110887.8	DAO	0	5	0	0	0	1
ENSG00000110900.16	TSPAN11	13	6	18	1	7	6
ENSG00000110934.13	BIN2	0	4	4	7	6	5
ENSG00000110975.8	SYT10	0	0	0	0	0	0
ENSG00000111046.4	MYF6	0	0	0	0	0	0
ENSG00000111049.4	MYF5	0	0	0	0	0	0
ENSG00000111052.8	LIN7A	36	1	2	45	34	33
ENSG00000111058.8	ACSS3	95	0	0	14	8	3
ENSG00000111181.13	SLC6A12	1	0	5	41	28	10
ENSG00000111218.12	PRMT8	0	0	0	0	0	0
ENSG00000111224.14	PARP11	269	169	82	285	254	254
ENSG00000111241.3	FGF6	0	0	0	0	0	0
ENSG00000111245.17	MYL2	7	0	0	2	1	6
ENSG00000111249.14	CUX2	1	0	0	7	4	8
ENSG00000111262.6	KCNA1	0	0	0	0	0	0
ENSG00000111344.12	RASAL1	8	0	1	9	9	8
ENSG00000111404.7	RERGL	0	0	0	0	0	0
ENSG00000111432.5	FZD10	0	0	0	0	0	0
ENSG00000111452.13	ADGRD1	19	2	0	49	17	12
ENSG00000111536.5	IL26	0	0	0	0	0	0
ENSG00000111537.5	IFNG	0	0	0	0	0	0
ENSG00000111644.8	ACRBP	3	2	0	8	3	14
ENSG00000111701.7	APOBEC1	0	0	0	0	0	0
ENSG00000111704.11	NANOG	0	0	0	2	1	0
ENSG00000111732.12	AICDA	0	1	1	2	5	5
ENSG00000111834.13	RSPH4A	18	16	12	9	21	18
ENSG00000111863.13	ADTRP	31	61	96	21	16	13
ENSG00000111886.11	GABRR2	7	0	0	0	1	9
ENSG00000111981.5	ULBP1	81	89	23	30	37	37
ENSG00000112038.18	OPRM1	0	0	0	0	0	0
ENSG00000112041.13	TULP1	0	0	1	1	0	0
ENSG00000112053.14	SLC26A8	2	3	0	1	1	0
ENSG00000112077.18	RHAG	1	0	0	1	4	3
ENSG00000112115.7	IL17A	0	0	0	0	0	0
ENSG00000112116.11	IL17F	0	0	0	0	0	0
ENSG00000112164.6	GLP1R	4	0	0	0	0	0
ENSG00000112175.8	BMP5	0	0	0	36	31	23
ENSG00000112182.16	BACH2	0	0	0	7	0	1
ENSG00000112195.9	TREML2	0	0	0	0	0	0
ENSG00000112214.11	FHL5	0	0	0	0	0	0
ENSG00000112218.9	GPR63	151	54	164	126	120	139
ENSG00000112232.10	KHDRBS2	0	0	0	0	0	0
ENSG00000112238.12	PRDM13	24	74	6	14	34	32
ENSG00000112246.10	SIM1	0	0	0	1	0	0
ENSG00000112280.18	COL9A1	0	0	0	0	1	0
ENSG00000112299.8	VNN1	0	4	11	8	3	7
ENSG00000112303.14	VNN2	2	0	1	0	2	1
ENSG00000112320.12	SOBP	113	148	13	56	35	68
ENSG00000112333.12	NR2E1	0	0	4	0	1	1
ENSG00000112337.11	SLC17A2	0	0	0	0	0	0
ENSG00000112379.9	ARFGEF3	135	16	41	107	102	59
ENSG00000112394.18	SLC16A10	1	3	1	19	31	31
ENSG00000112425.16	EPM2A	245	212	182	181	218	216
ENSG00000112462.8	OR12D3	0	0	0	0	0	0
ENSG00000112494.10	UNC93A	0	0	0	2	10	5
ENSG00000112530.12	PACRG	0	2	2	0	0	0
ENSG00000112539.15	C6orf118	6	6	8	5	8	0
ENSG00000112559.15	MDFI	1	1	0	7	6	2
ENSG00000112561.19	TFEB	216	198	176	335	288	237
ENSG00000112562.20	SMOC2	0	0	0	0	0	0
ENSG00000112619.8	PRPH2	1	0	10	0	0	0
ENSG00000112706.12	IMPG1	1	0	0	1	0	4
ENSG00000112761.22	CCN6	2	0	1	3	0	2
ENSG00000112773.16	TENT5A	105	336	431	131	90	92
ENSG00000112782.19	CLIC5	0	1	0	0	0	0
ENSG00000112796.10	ENPP5	0	0	0	0	0	0
ENSG00000112799.9	LY86	0	0	0	0	0	0
ENSG00000112812.16	PRSS16	142	27	70	119	155	135
ENSG00000112818.11	MEP1A	0	0	0	0	0	0
ENSG00000112874.10	NUDT12	266	194	234	328	338	308
ENSG00000112902.12	SEMA5A	0	0	0	0	0	0
ENSG00000112936.20	C7	0	0	0	0	0	0
ENSG00000112981.5	NME5	0	0	0	0	0	0
ENSG00000113073.15	SLC4A9	0	0	0	0	0	2
ENSG00000113088.6	GZMK	0	0	0	0	0	0
ENSG00000113100.10	CDH9	0	0	3	1	1	0
ENSG00000113196.3	HAND1	0	0	0	0	0	0
ENSG00000113262.16	GRM6	1	0	0	0	0	0
ENSG00000113303.12	BTNL8	0	0	0	0	0	0
ENSG00000113327.17	GABRG2	0	0	0	0	0	0
ENSG00000113430.10	IRX4	4	1	4	0	0	1
ENSG00000113492.14	AGXT2	0	0	0	0	0	0
ENSG00000113494.17	PRLR	13	6	15	0	0	0
ENSG00000113520.11	IL4	0	2	0	1	5	1
ENSG00000113721.14	PDGFRB	75	129	200	21	27	18
ENSG00000113722.18	CDX1	0	0	0	0	0	0
ENSG00000113749.8	HRH2	49	0	0	36	41	17
ENSG00000113763.12	UNC5A	0	12	5	5	0	5
ENSG00000113805.9	CNTN3	0	0	0	0	0	0
ENSG00000113916.18	BCL6	306	287	202	512	526	432
ENSG00000114013.16	CD86	0	1	0	0	0	0
ENSG00000114204.16	SERPINI2	0	0	0	0	0	0
ENSG00000114248.10	LRRC31	17	0	0	2	0	7
ENSG00000114251.15	WNT5A	3	20	5	17	9	17
ENSG00000114279.15	FGF12	175	23	1	17	66	27
ENSG00000114349.10	GNAT1	9	9	0	0	1	0
ENSG00000114378.17	HYAL1	105	10	19	47	63	41
ENSG00000114455.15	HHLA2	5	0	1	29	43	34
ENSG00000114487.10	MORC1	1	0	0	0	0	0
ENSG00000114541.15	FRMD4B	71	42	113	136	140	153
ENSG00000114547.10	ROPN1B	0	1	0	0	1	0
ENSG00000114646.10	CSPG5	48	31	25	54	64	43
ENSG00000114796.16	KLHL24	310	152	103	471	433	391
ENSG00000114805.18	PLCH1	149	40	604	860	741	711
ENSG00000114812.13	VIPR1	142	86	142	37	21	40
ENSG00000114854.8	TNNC1	89	1	8	40	38	42
ENSG00000114923.17	SLC4A3	612	307	197	348	269	220
ENSG00000115041.14	KCNIP3	22	32	10	6	13	20
ENSG00000115085.15	ZAP70	9	1	0	0	0	4
ENSG00000115112.8	TFCP2L1	224	53	44	705	586	503
ENSG00000115155.19	OTOF	1	12	20	16	10	2
ENSG00000115165.10	CYTIP	0	5	6	0	1	1
ENSG00000115194.11	SLC30A3	32	56	17	83	88	73
ENSG00000115252.19	PDE1A	19	112	18	22	39	25
ENSG00000115257.15	PCSK4	39	27	39	56	64	57
ENSG00000115263.15	GCG	0	0	1	0	0	0
ENSG00000115297.11	TLX2	2	1	0	2	8	1
ENSG00000115339.14	GALNT3	33	0	9	0	1	0
ENSG00000115353.11	TACR1	1	25	23	42	34	46
ENSG00000115386.6	REG1A	0	0	0	0	0	0
ENSG00000115423.19	DNAH6	52	26	20	9	20	13
ENSG00000115488.3	NEU2	0	0	0	0	0	0
ENSG00000115507.10	OTX1	141	137	95	190	200	218
ENSG00000115523.17	GNLY	0	0	1	0	0	0
ENSG00000115590.14	IL1R2	9	7	3	28	14	22
ENSG00000115592.12	PRKAG3	0	0	0	0	0	0
ENSG00000115593.15	SMYD1	0	0	0	0	0	0
ENSG00000115596.4	WNT6	0	1	0	0	0	8
ENSG00000115598.10	IL1RL2	0	0	1	0	0	0
ENSG00000115602.17	IL1RL1	1	0	0	0	1	1
ENSG00000115604.12	IL18R1	63	4	4	98	77	77
ENSG00000115607.10	IL18RAP	1	0	0	0	1	1
ENSG00000115665.9	SLC5A7	0	0	0	0	0	0
ENSG00000115705.22	TPO	0	0	0	1	0	0
ENSG00000115844.11	DLX2	11	33	34	16	13	21
ENSG00000115850.10	LCT	38	5	2	5	11	13
ENSG00000115896.16	PLCL1	3	0	1	0	0	0
ENSG00000115934.11	LINC02566	0	0	0	0	0	0
ENSG00000115956.10	PLEK	0	0	0	0	0	0
ENSG00000116014.10	KISS1R	0	1	0	1	6	0
ENSG00000116031.9	CD207	0	0	0	2	0	0
ENSG00000116106.12	EPHA4	72	124	544	15	32	12
ENSG00000116117.19	PARD3B	337	188	81	269	274	310
ENSG00000116132.12	PRRX1	1	0	1	0	0	0
ENSG00000116141.17	MARK1	0	1	0	1	4	1
ENSG00000116147.17	TNR	0	0	1	0	0	0
ENSG00000116157.6	GPX7	0	0	0	0	0	1
ENSG00000116183.11	PAPPA2	47	23	2	4	2	3
ENSG00000116218.13	NPHS2	0	0	0	0	0	0
ENSG00000116329.12	OPRD1	1	1	0	1	1	0
ENSG00000116396.15	KCNC4	320	169	156	171	214	210
ENSG00000116544.12	DLGAP3	0	2	0	2	0	1
ENSG00000116703.14	PDC	2	0	1	0	1	1
ENSG00000116721.9	PRAMEF1	0	0	0	0	0	0
ENSG00000116726.5	PRAMEF12	0	0	0	0	0	0
ENSG00000116745.7	RPE65	0	0	0	0	0	0
ENSG00000116748.22	AMPD1	0	0	0	0	0	0
ENSG00000116761.12	CTH	88	88	146	140	180	165
ENSG00000116824.5	CD2	0	2	0	0	0	0
ENSG00000116852.15	KIF21B	340	566	267	492	433	437
ENSG00000116882.15	HAO2	0	0	0	0	1	0
ENSG00000116885.18	OSCP1	142	107	146	168	90	138
